col1,col2,modifier_indicator
00626,99336,0
00626,99336,0
00626,99337,0
00626,99337,0
00626,99341,0
00626,99341,0
00626,99342,0
00626,99342,0
00626,99343,0
00626,99343,0
00626,99344,0
00626,99344,0
00626,99345,0
00626,99345,0
00626,99347,0
00626,99347,0
00626,99348,0
00626,99348,0
00626,99349,0
00626,99349,0
00626,99350,0
00626,99350,0
00626,99354,0
00626,99354,0
00626,99355,0
00626,99355,0
00626,99356,0
00626,99356,0
00626,99357,0
00626,99357,0
00626,99358,0
00626,99359,0
00626,99415,0
00626,99416,0
00626,99418,0
00626,99446,0
00626,99447,0
00626,99448,0
00626,99449,0
00626,99451,0
00626,99452,0
00626,99466,0
00626,99467,0
00626,99468,0
00626,99468,0
00626,99469,0
00626,99469,0
00626,99471,0
00626,99471,0
00626,99472,0
00626,99472,0
00626,99475,0
00626,99475,0
00626,99476,0
00626,99476,0
00626,99477,0
00626,99477,0
00626,99478,0
00626,99478,0
00626,99479,0
00626,99479,0
00626,99480,0
00626,99480,0
00626,99483,0
00626,99483,0
00626,99485,0
00626,99497,0
00626,99497,0
00626,99497,0
00630,01995,0
00630,01996,1
00630,31505,1
00630,31515,1
00630,31527,1
00630,31622,1
00630,31634,1
00630,31645,1
00630,31647,1
00630,31652,0
00630,31653,0
00630,36000,1
00630,36005,1
00630,36010,0
00630,36011,1
00630,36012,1
00630,36013,1
00630,36014,1
00630,36015,1
00630,36400,1
00630,36405,1
00630,36406,1
00630,36410,1
00630,36420,1
00630,36425,1
00630,36430,1
00630,36440,1
00630,36591,0
00630,36592,0
00630,36600,1
00630,36640,1
00630,43752,1
00630,43753,1
00630,43754,1
00630,61026,1
00630,61055,1
00630,62274,1
00630,62275,1
00630,62276,1
00630,62277,1
00630,62278,1
00630,62279,1
00630,62280,1
00630,62281,1
00630,62282,1
00630,62284,1
00630,62289,0
00630,62310,1
00630,62311,1
00630,62318,1
00630,62319,1
00630,62320,1
00630,62321,1
00630,62322,1
00630,62323,1
00630,62324,1
00630,62325,1
00630,62326,1
00630,62327,1
00630,64400,1
00630,64402,1
00630,64405,1
00630,64408,1
00630,64410,1
00630,64412,1
00630,64413,1
00630,64415,1
00630,64416,1
00630,64417,1
00630,64418,1
00630,64420,1
00630,64421,1
00630,64425,1
00630,64430,1
00630,64435,1
00630,64440,1
00630,64441,1
00630,64442,1
00630,64443,0
00630,64445,1
00630,64446,1
00630,64447,1
00630,64448,1
00630,64449,1
00630,64450,1
00630,64451,1
00630,64454,1
00630,64461,1
00630,64463,1
00630,64466,1
00630,64467,1
00630,64468,1
00630,64469,1
00630,64470,1
00630,64473,1
00630,64474,1
00630,64475,1
00630,64479,1
00630,64483,1
00630,64486,1
00630,64487,1
00630,64488,1
00630,64489,1
00630,64490,1
00630,64493,1
00630,64505,1
00630,64508,1
00630,64510,1
00630,64517,1
00630,64520,1
00630,64530,1
00630,64550,1
00630,64553,1
00630,64555,1
00630,64560,1
00630,64565,1
00630,67500,1
00630,69705,1
00630,69706,1
00630,76000,1
00630,76001,1
00630,76970,1
00630,76986,0
00630,76998,0
00630,77002,0
00630,82131,0
00630,90760,0
00630,90765,0
00630,90772,0
00630,90773,0
00630,90774,0
00630,90775,0
00630,90780,1
00630,90781,1
00630,90782,0
00630,90783,0
00630,90784,0
00630,90788,0
00630,90835,1
00630,90865,1
00630,91000,1
00630,91055,1
00630,91105,1
00630,92511,1
00630,92512,1
00630,92516,1
00630,92520,1
00630,92531,0
00630,92533,0
00630,92537,1
00630,92538,1
00630,92543,1
00630,92585,0
00630,92652,0
00630,92653,0
00630,92950,1
00630,92953,1
00630,92960,1
00630,92961,1
00630,93000,1
00630,93005,1
00630,93010,1
00630,93015,1
00630,93016,1
00630,93017,1
00630,93018,1
00630,93040,1
00630,93041,1
00630,93042,1
00630,93050,0
00630,93303,0
00630,93304,0
00630,93306,1
00630,93307,1
00630,93308,1
00630,93312,1
00630,93313,1
00630,93314,1
00630,93315,1
00630,93316,1
00630,93317,1
00630,93318,0
00630,93320,1
00630,93321,1
00630,93325,1
00630,93351,1
00630,93355,0
00630,93451,1
00630,93456,1
00630,93457,1
00630,93501,1
00630,93561,0
00630,93562,0
00630,93598,0
00630,93701,0
00630,93922,1
00630,93923,1
00630,93924,1
00630,93925,1
00630,93926,1
00630,93930,1
00630,93931,1
00630,93965,1
00630,93970,1
00630,93971,1
00630,93975,1
00630,93976,1
00630,93978,1
00630,93979,1
00630,93980,1
00630,93981,1
00630,93985,1
00630,93986,1
00630,94002,1
00630,94004,1
00630,94160,1
00630,94200,1
00630,94250,0
00630,94640,1
00630,94644,1
00630,94650,1
00630,94651,1
00630,94656,1
00630,94660,1
00630,94662,1
00630,94680,1
00630,94681,1
00630,94690,1
00630,94760,0
00630,94761,0
00630,94762,1
00630,94770,1
00630,95700,0
00630,95705,0
00630,95706,0
00630,95707,0
00630,95708,0
00630,95709,0
00630,95710,0
00630,95711,0
00630,95712,0
00630,95713,0
00630,95714,0
00630,95715,0
00630,95716,0
00630,95717,0
00630,95718,0
00630,95719,0
00630,95720,0
00630,95721,0
00630,95722,0
00630,95723,0
00630,95724,0
00630,95725,0
00630,95726,0
00630,95812,0
00630,95813,0
00630,95816,0
00630,95819,0
00630,95822,0
00630,95829,0
00630,95860,0
00630,95861,0
00630,95863,0
00630,95864,0
00630,95865,0
00630,95866,0
00630,95867,0
00630,95868,0
00630,95869,0
00630,95870,0
00630,95907,0
00630,95908,0
00630,95909,0
00630,95910,0
00630,95911,0
00630,95912,0
00630,95913,0
00630,95925,0
00630,95926,0
00630,95927,0
00630,95928,0
00630,95929,0
00630,95930,0
00630,95933,0
00630,95937,0
00630,95938,0
00630,95939,0
00630,95940,0
00630,95955,0
00630,95956,0
00630,95957,0
00630,96360,0
00630,96365,0
00630,96372,0
00630,96373,0
00630,96374,0
00630,96375,0
00630,96376,0
00630,96377,0
00630,96523,0
00630,99143,0
00630,99144,0
00630,99145,0
00630,99148,0
00630,99149,0
00630,99150,0
00630,99151,0
00630,99152,0
00630,99153,0
00630,99155,0
00630,99156,0
00630,99157,0
00630,99201,0
00630,99201,0
00630,99202,0
00630,99202,0
00630,99203,0
00630,99203,0
00630,99204,0
00630,99204,0
00630,99205,0
00630,99205,0
00630,99211,0
00630,99211,0
00630,99212,0
00630,99212,0
00630,99213,0
00630,99213,0
00630,99214,0
00630,99214,0
00630,99215,0
00630,99215,0
00630,99217,0
00630,99217,0
00630,99218,0
00630,99218,0
00630,99219,0
00630,99219,0
00630,99220,0
00630,99220,0
00630,99221,0
00630,99221,0
00630,99222,0
00630,99222,0
00630,99223,0
00630,99223,0
00630,99224,0
00630,99224,0
00630,99225,0
00630,99225,0
00630,99226,0
00630,99226,0
00630,99231,0
00630,99231,0
00630,99232,0
00630,99232,0
00630,99233,0
00630,99233,0
00630,99234,0
00630,99234,0
00630,99235,0
00630,99235,0
00630,99236,0
00630,99236,0
00630,99238,0
00630,99238,0
00630,99239,0
00630,99239,0
00630,99241,0
00630,99242,0
00630,99243,0
00630,99244,0
00630,99245,0
00630,99251,0
00630,99252,0
00630,99253,0
00630,99254,0
00630,99255,0
00630,99261,0
00630,99262,0
00630,99263,0
00630,99271,0
00630,99272,0
00630,99273,0
00630,99274,0
00630,99275,0
00630,99281,0
00630,99281,0
00630,99282,0
00630,99282,0
00630,99283,0
00630,99283,0
00630,99284,0
00630,99284,0
00630,99285,0
00630,99285,0
00630,99288,0
00630,99293,0
00630,99294,0
00630,99295,0
00630,99296,0
00630,99297,0
00630,99298,0
00630,99299,0
00630,99300,0
00630,99301,0
00630,99302,0
00630,99303,0
00630,99304,0
00630,99304,0
00630,99305,0
00630,99305,0
00630,99306,0
00630,99306,0
00630,99307,0
00630,99307,0
00630,99308,0
00630,99308,0
00630,99309,0
00630,99309,0
00630,99310,0
00630,99310,0
00630,99311,0
00630,99312,0
00630,99313,0
00630,99315,0
00630,99315,0
00630,99318,0
00630,99321,0
00630,99322,0
00630,99323,0
00630,99324,0
00630,99325,0
00630,99326,0
00630,99327,0
00630,99327,0
00630,99328,0
00630,99328,0
00630,99331,0
00630,99332,0
00630,99333,0
00630,99334,0
00630,99334,0
00630,99335,0
00630,99335,0
00630,99336,0
00630,99336,0
00630,99337,0
00630,99337,0
00630,99341,0
00630,99341,0
00630,99342,0
00630,99342,0
00630,99343,0
00630,99343,0
00630,99347,0
00630,99347,0
00630,99348,0
00630,99348,0
00630,99349,0
00630,99349,0
00630,99351,0
00630,99352,0
00630,99353,0
00630,99354,0
00630,99354,0
00630,99355,0
00630,99355,0
00630,99356,0
00630,99356,0
00630,99357,0
00630,99357,0
00630,99358,0
00630,99359,0
00630,99415,0
00630,99416,0
00630,99418,0
00630,99446,0
00630,99447,0
00630,99448,0
00630,99449,0
00630,99451,0
00630,99452,0
00630,99466,0
00630,99468,0
00630,99468,0
00630,99469,0
00630,99469,0
00630,99471,0
00630,99471,0
00630,99472,0
00630,99472,0
00630,99475,0
00630,99475,0
00630,99476,0
00630,99476,0
00630,99477,0
00630,99477,0
00630,99478,0
00630,99478,0
00630,99479,0
00630,99479,0
00630,99480,0
00630,99480,0
00630,99483,0
00630,99483,0
00630,99485,0
00630,99497,0
00630,99497,0
00630,99497,0
00632,01995,0
00632,01996,1
00632,31505,1
00632,31515,1
00632,31527,1
00632,31622,1
00632,31634,1
00632,31645,1
00632,31647,1
00632,31652,0
00632,31653,0
00632,36000,1
00632,36005,1
00632,36010,0
00632,36011,1
00632,36012,1
00632,36013,1
00632,36014,1
00632,36015,1
00632,36400,1
00632,36405,1
00632,36406,1
00632,36410,1
00632,36420,1
00632,36425,1
00632,36430,1
00632,36440,1
00632,36591,0
00632,36592,0
00632,36600,1
00632,36640,1
00632,43752,1
00632,43753,1
00632,43754,1
00632,61026,1
00632,61055,1
00632,62274,1
00632,62275,1
00632,62276,1
00632,62277,1
00632,62278,1
00632,62279,1
00632,62280,1
00632,62281,1
00632,62282,1
00632,62284,1
00632,62310,1
00632,62311,1
00632,62318,1
00632,62319,1
00632,62320,1
00632,62321,1
00632,62322,1
00632,62323,1
00632,62324,1
00632,62325,1
00632,62326,1
00632,62327,1
00632,64400,1
00632,64402,1
00632,64405,1
00632,64408,1
00632,64410,1
00632,64412,1
00632,64413,1
00632,64415,1
00632,64416,1
00632,64417,1
00632,64418,1
00632,64420,1
00632,64421,1
00632,64425,1
00632,64430,1
00632,64435,1
00632,64440,1
00632,64441,1
00632,64442,1
00632,64443,0
00632,64445,1
00632,64446,1
00632,64447,1
00632,64448,1
00632,64449,1
00632,64450,1
00632,64451,1
00632,64454,1
00632,64461,1
00632,64463,1
00632,64466,1
00632,64467,1
00632,64468,1
00632,64469,1
00632,64470,1
00632,64473,1
00632,64474,1
00632,64475,1
00632,64479,1
00632,64483,1
00632,64486,1
00632,64487,1
00632,64488,1
00632,64489,1
00632,64490,1
00632,64493,1
00632,64505,1
00632,64508,1
00632,64510,1
00632,64517,1
00632,64520,1
00632,64530,1
00632,64550,1
00632,64553,1
00632,64555,1
00632,64560,1
00632,64565,1
00632,67500,1
00632,69705,1
00632,69706,1
00632,76000,1
00632,76001,1
00632,76970,1
00632,76986,0
00632,76998,0
00632,77002,0
00632,82131,0
00632,90760,0
00632,90765,0
00632,90772,0
00632,90773,0
00632,90774,0
00632,90775,0
00632,90780,1
00632,90781,1
00632,90782,0
00632,90783,0
00632,90784,0
00632,90788,0
00632,90835,1
00632,90865,1
00632,91000,1
00632,91055,1
00632,91105,1
00632,92511,1
00632,92512,1
00632,92516,1
00632,92520,1
00632,92531,0
00632,92533,0
00632,92537,1
00632,92538,1
00632,92543,1
00632,92585,0
00632,92652,0
00632,92653,0
00632,92950,1
00632,92953,1
00632,92960,1
00632,92961,1
00632,93000,1
00632,93005,1
00632,93010,1
00632,93015,1
00632,93016,1
00632,93017,1
00632,93018,1
00632,93040,1
00632,93041,1
00632,93042,1
00632,93050,0
00632,93303,0
00632,93304,0
00632,93306,1
00632,93307,1
00632,93308,1
00632,93312,1
00632,93313,1
00632,93314,1
00632,93315,1
00632,93316,1
00632,93317,1
00632,93318,0
00632,93320,1
00632,93321,1
00632,93325,1
00632,93351,1
00632,93355,0
00632,93451,1
00632,93456,1
00632,93457,1
00632,93501,1
00632,93561,0
00632,93562,0
00632,93598,0
00632,93701,0
00632,93922,1
00632,93923,1
00632,93924,1
00632,93925,1
00632,93926,1
00632,93930,1
00632,93931,1
00632,93965,1
00632,93970,1
00632,93971,1
00632,93975,1
00632,93976,1
00632,93978,1
00632,93979,1
00632,93980,1
00632,93981,1
00632,93985,1
00632,93986,1
00632,94002,1
00632,94004,1
00632,94160,1
00632,94200,1
00632,94250,0
00632,94640,1
00632,94644,1
00632,94650,1
00632,94651,1
00632,94656,1
00632,94660,1
00632,94662,1
00632,94680,1
00632,94681,1
00632,94690,1
00632,94760,0
00632,94761,0
00632,94762,1
00632,94770,1
00632,95700,0
00632,95705,0
00632,95706,0
00632,95707,0
00632,95708,0
00632,95709,0
00632,95710,0
00632,95711,0
00632,95712,0
00632,95713,0
00632,95714,0
00632,95715,0
00632,95716,0
00632,95717,0
00632,95718,0
00632,95719,0
00632,95720,0
00632,95721,0
00632,95722,0
00632,95723,0
00632,95724,0
00632,95725,0
00632,95726,0
00632,95812,0
00632,95813,0
00632,95816,0
00632,95819,0
00632,95822,0
00632,95829,0
00632,95860,0
00632,95861,0
00632,95863,0
00632,95864,0
00632,95865,0
00632,95866,0
00632,95867,0
00632,95868,0
00632,95869,0
00632,95870,0
00632,95907,0
00632,95908,0
00632,95909,0
00632,95910,0
00632,95911,0
00632,95912,0
00632,95913,0
00632,95925,0
00632,95926,0
00632,95927,0
00632,95928,0
00632,95929,0
00632,95930,0
00632,95933,0
00632,95937,0
00632,95938,0
00632,95939,0
00632,95940,0
00632,95955,0
00632,95956,0
00632,95957,0
00632,96360,0
00632,96365,0
00632,96372,0
00632,96373,0
00632,96374,0
00632,96375,0
00632,96376,0
00632,96377,0
00632,96523,0
00632,99143,0
00632,99144,0
00632,99145,0
00632,99148,0
00632,99149,0
00632,99150,0
00632,99151,0
00632,99152,0
00632,99153,0
00632,99155,0
00632,99156,0
00632,99157,0
00632,99201,0
00632,99201,0
00632,99202,0
00632,99202,0
00632,99203,0
00632,99203,0
00632,99204,0
00632,99204,0
00632,99205,0
00632,99205,0
00632,99211,0
00632,99211,0
00632,99212,0
00632,99212,0
00632,99213,0
00632,99213,0
00632,99214,0
00632,99214,0
00632,99215,0
00632,99215,0
00632,99217,0
00632,99217,0
00632,99218,0
00632,99218,0
00632,99219,0
00632,99219,0
00632,99220,0
00632,99220,0
00632,99221,0
00632,99221,0
00632,99222,0
00632,99222,0
00632,99223,0
00632,99223,0
00632,99224,0
00632,99224,0
00632,99225,0
00632,99225,0
00632,99226,0
00632,99226,0
00632,99231,0
00632,99231,0
00632,99232,0
00632,99232,0
00632,99233,0
00632,99233,0
00632,99234,0
00632,99234,0
00632,99235,0
00632,99235,0
00632,99236,0
00632,99236,0
00632,99238,0
00632,99238,0
00632,99239,0
00632,99239,0
00632,99241,0
00632,99242,0
00632,99243,0
00632,99244,0
00632,99245,0
00632,99251,0
00632,99252,0
00632,99253,0
00632,99254,0
00632,99255,0
00632,99261,0
00632,99262,0
00632,99263,0
00632,99271,0
00632,99272,0
00632,99273,0
00632,99274,0
00632,99275,0
00632,99281,0
00632,99281,0
00632,99282,0
00632,99282,0
00632,99283,0
00632,99283,0
00632,99284,0
00632,99284,0
00632,99285,0
00632,99285,0
00632,99288,0
00632,99293,0
00632,99294,0
00632,99295,0
00632,99296,0
00632,99297,0
00632,99298,0
00632,99299,0
00632,99300,0
00632,99301,0
00632,99302,0
00632,99303,0
00632,99304,0
00632,99304,0
00632,99305,0
00632,99305,0
00632,99306,0
00632,99306,0
00632,99307,0
00632,99307,0
00632,99308,0
00632,99308,0
00632,99309,0
00632,99309,0
00632,99310,0
00632,99310,0
00632,99311,0
00632,99312,0
00632,99313,0
00632,99315,0
00632,99315,0
00632,99318,0
00632,99321,0
00632,99322,0
00632,99323,0
00632,99324,0
00632,99325,0
00632,99326,0
00632,99327,0
00632,99327,0
00632,99328,0
00632,99328,0
00632,99331,0
00632,99332,0
00632,99333,0
00632,99334,0
00632,99334,0
00632,99335,0
00632,99335,0
00632,99336,0
00632,99336,0
00632,99337,0
00632,99337,0
00632,99341,0
00632,99341,0
00632,99342,0
00632,99342,0
00632,99343,0
00632,99343,0
00632,99347,0
00632,99347,0
00632,99348,0
00632,99348,0
00632,99349,0
00632,99349,0
00632,99351,0
00632,99352,0
00632,99353,0
00632,99354,0
00632,99354,0
00632,99355,0
00632,99355,0
00632,99356,0
00632,99356,0
00632,99357,0
00632,99357,0
00632,99358,0
00632,99359,0
00632,99415,0
00632,99416,0
00632,99418,0
00632,99446,0
00632,99447,0
00632,99448,0
00632,99449,0
00632,99451,0
00632,99452,0
00632,99466,0
00632,99468,0
00632,99468,0
00632,99469,0
00632,99469,0
00632,99471,0
00632,99471,0
00632,99472,0
00632,99472,0
00632,99475,0
00632,99475,0
00632,99476,0
00632,99476,0
00632,99477,0
00632,99477,0
00632,99478,0
00632,99478,0
00632,99479,0
00632,99479,0
00632,99480,0
00632,99480,0
00632,99483,0
00632,99483,0
00632,99485,0
00632,99497,0
00632,99497,0
00632,99497,0
00634,01995,0
00634,01996,1
00634,31505,1
00634,31515,1
00634,31527,1
00634,31622,1
00634,31634,1
00634,31645,1
00634,31647,1
00634,36000,1
00634,36005,1
00634,36010,0
00634,36011,1
00634,36012,1
00634,36013,1
00634,36014,1
00634,36015,1
00634,36400,1
00634,36405,1
00634,36406,1
00634,36410,1
00634,36420,1
00634,36425,1
00634,36430,1
00634,36440,1
00634,36600,1
00634,36640,1
00634,43752,1
00634,43753,1
00634,43754,1
00634,61026,1
00634,61055,1
00634,62274,1
00634,62275,1
00634,62276,1
00634,62277,1
00634,62278,1
00634,62279,1
00634,62280,1
00634,62281,1
00634,62282,1
00634,62284,1
00634,62310,1
00634,62311,1
00634,62318,1
00634,62319,1
00634,64400,1
00634,64402,1
00634,64405,1
00634,64408,1
00634,64410,1
00634,64412,1
00634,64413,1
00634,64415,1
00634,64416,1
00634,64417,1
00634,64418,1
00634,64420,1
00634,64421,1
00634,64425,1
00634,64430,1
00634,64435,1
00634,64440,1
00634,64441,1
00634,64442,1
00634,64443,0
00634,64445,1
00634,64446,1
00634,64447,1
00634,64448,1
00634,64449,1
00634,64450,1
00634,64470,1
00634,64475,1
00634,64479,1
00634,64483,1
00634,64490,1
00634,64493,1
00634,64505,1
00634,64508,1
00634,64510,1
00634,64517,1
00634,64520,1
00634,64530,1
00634,64550,1
00634,64553,1
00634,64555,1
00634,64560,1
00634,64565,1
00634,67500,1
00634,76000,1
00634,76001,1
00634,76986,0
00634,76998,0
00634,77002,0
00634,82131,0
00634,90760,0
00634,90765,0
00634,90772,0
00634,90773,0
00634,90774,0
00634,90775,0
00634,90780,1
00634,90781,1
00634,90782,0
00634,90783,0
00634,90784,0
00634,90788,0
00634,90835,1
00634,90865,1
00634,91000,1
00634,91055,1
00634,91105,1
00634,92511,1
00634,92512,1
00634,92516,1
00634,92520,1
00634,92531,0
00634,92533,0
00634,92543,1
00634,92585,0
00634,92950,1
00634,92953,1
00634,92960,1
00634,92961,1
00634,93000,1
00634,93005,1
00634,93010,1
00634,93015,1
00634,93016,1
00634,93017,1
00634,93018,1
00634,93040,1
00634,93041,1
00634,93042,1
00634,93303,0
00634,93304,0
00634,93306,1
00634,93307,1
00634,93308,1
00634,93312,1
00634,93313,1
00634,93314,1
00634,93315,1
00634,93316,1
00634,93317,1
00634,93318,0
00634,93320,1
00634,93321,1
00634,93325,1
00634,93351,1
00634,93451,1
00634,93456,1
00634,93457,1
00634,93501,1
00634,93561,0
00634,93562,0
00634,93701,0
00634,93922,1
00634,93923,1
00634,93924,1
00634,93925,1
00634,93926,1
00634,93930,1
00634,93931,1
00634,93965,1
00634,93970,1
00634,93971,1
00634,93975,1
00634,93976,1
00634,93978,1
00634,93979,1
00634,93980,1
00634,93981,1
00634,94002,1
00634,94004,1
00634,94160,1
00634,94200,1
00634,94250,0
00634,94640,1
00634,94644,1
00634,94650,1
00634,94651,1
00634,94656,1
00634,94660,1
00634,94662,1
00634,94680,1
00634,94681,1
00634,94690,1
00634,94760,0
00634,94761,0
00634,94762,1
00634,94770,1
00634,95812,0
00634,95813,0
00634,95816,0
00634,95819,0
00634,95822,0
00634,95829,0
00634,95860,0
00634,95861,0
00634,95863,0
00634,95864,0
00634,95865,0
00634,95866,0
00634,95867,0
00634,95868,0
00634,95869,0
00634,95870,0
00634,95907,0
00634,95908,0
00634,95909,0
00634,95910,0
00634,95911,0
00634,95912,0
00634,95913,0
00634,95925,0
00634,95926,0
00634,95927,0
00634,95928,0
00634,95929,0
00634,95930,0
00634,95933,0
00634,95937,0
00634,95938,0
00634,95939,0
00634,95940,0
00634,95955,0
00634,95956,0
00634,95957,0
00634,96360,0
00634,96365,0
00634,96372,0
00634,96373,0
00634,96374,0
00634,96375,0
00634,96376,0
00634,99143,0
00634,99144,0
00634,99145,0
00634,99148,0
00634,99149,0
00634,99150,0
00634,99201,0
00634,99202,0
00634,99203,0
00634,99204,0
00634,99205,0
00634,99211,0
00634,99212,0
00634,99213,0
00634,99214,0
00634,99215,0
00634,99217,0
00634,99218,0
00634,99219,0
00634,99220,0
00634,99221,0
00634,99222,0
00634,99223,0
00634,99224,0
00634,99225,0
00634,99226,0
00634,99231,0
00634,99232,0
00634,99233,0
00634,99234,0
00634,99235,0
00634,99236,0
00634,99238,0
00634,99239,0
00634,99241,0
00634,99242,0
00634,99243,0
00634,99244,0
00634,99245,0
00634,99251,0
00634,99252,0
00634,99253,0
00634,99254,0
00634,99255,0
00634,99261,0
00634,99262,0
00634,99263,0
00634,99271,0
00634,99272,0
00634,99273,0
00634,99274,0
00634,99275,0
00634,99281,0
00634,99282,0
00634,99283,0
00634,99284,0
00634,99285,0
00634,99288,0
00634,99293,0
00634,99294,0
00634,99295,0
00634,99296,0
00634,99297,0
00634,99298,0
00634,99299,0
00634,99300,0
00634,99301,0
00634,99302,0
00634,99303,0
00634,99304,0
00634,99305,0
00634,99306,0
00634,99307,0
00634,99308,0
00634,99309,0
00634,99310,0
00634,99311,0
00634,99312,0
00634,99313,0
00634,99315,0
00634,99318,0
00634,99321,0
00634,99322,0
00634,99323,0
00634,99324,0
00634,99325,0
00634,99326,0
00634,99327,0
00634,99328,0
00634,99331,0
00634,99332,0
00634,99333,0
00634,99334,0
00634,99335,0
00634,99336,0
00634,99337,0
00634,99341,0
00634,99342,0
00634,99343,0
00634,99347,0
00634,99348,0
00634,99349,0
00634,99351,0
00634,99352,0
00634,99353,0
00634,99354,0
00634,99355,0
00634,99356,0
00634,99357,0
00634,99446,0
00634,99447,0
00634,99448,0
00634,99449,0
00634,99466,0
00634,99468,0
00634,99469,0
00634,99471,0
00634,99472,0
00634,99475,0
00634,99476,0
00634,99477,0
00634,99478,0
00634,99479,0
00634,99480,0
00634,99485,0
00635,01995,0
00635,01996,1
00635,31505,1
00635,31515,1
00635,31527,1
00635,31622,1
00635,31634,1
00635,31645,1
00635,31647,1
00635,31652,0
00635,31653,0
00635,36000,1
00635,36005,1
00635,36010,0
00635,36011,1
00635,36012,1
00635,36013,1
00635,36014,1
00635,36015,1
00635,36400,1
00635,36405,1
00635,36406,1
00635,36410,1
00635,36420,1
00635,36425,1
00635,36430,1
00635,36440,1
00635,36591,0
00635,36592,0
00635,36600,1
00635,36640,1
00635,43752,1
00635,43753,1
00635,43754,1
00635,61026,1
00635,61055,1
00635,62280,1
00635,62281,1
00635,62282,1
00635,62284,1
00635,62310,1
00635,62311,1
00635,62318,1
00635,62319,1
00635,62320,1
00635,62321,1
00635,62322,1
00635,62323,1
00635,62324,1
00635,62325,1
00635,62326,1
00635,62327,1
00635,64400,1
00635,64402,1
00635,64405,1
00635,64408,1
00635,64410,1
00635,64412,1
00635,64413,1
00635,64415,1
00635,64416,1
00635,64417,1
00635,64418,1
00635,64420,1
00635,64421,1
00635,64425,1
00635,64430,1
00635,64435,1
00635,64445,1
00635,64446,1
00635,64447,1
00635,64448,1
00635,64449,1
00635,64450,1
00635,64451,1
00635,64454,1
00635,64461,1
00635,64463,1
00635,64466,1
00635,64467,1
00635,64468,1
00635,64469,1
00635,64470,1
00635,64473,1
00635,64474,1
00635,64475,1
00635,64479,1
00635,64483,1
00635,64486,1
00635,64487,1
00635,64488,1
00635,64489,1
00635,64490,1
00635,64493,1
00635,64505,1
00635,64508,1
00635,64510,1
00635,64517,1
00635,64520,1
00635,64530,1
00635,64550,1
00635,64553,1
00635,64555,1
00635,64560,1
00635,64565,1
00635,67500,0
00635,69705,1
00635,69706,1
00635,76000,1
00635,76001,1
00635,76970,1
00635,76986,0
00635,76998,0
00635,77002,0
00635,90760,0
00635,90765,0
00635,90772,0
00635,90773,0
00635,90774,0
00635,90775,0
00635,90780,1
00635,90781,1
00635,90782,0
00635,90783,0
00635,90784,0
00635,90788,0
00635,90865,1
00635,91000,1
00635,91055,1
00635,91105,1
00635,92511,1
00635,92512,1
00635,92516,1
00635,92520,1
00635,92537,1
00635,92538,1
00635,92543,1
00635,92585,0
00635,92652,0
00635,92653,0
00635,92950,1
00635,92953,1
00635,92960,1
00635,92961,1
00635,93000,1
00635,93005,1
00635,93010,1
00635,93015,1
00635,93016,1
00635,93017,1
00635,93018,1
00635,93040,1
00635,93041,1
00635,93042,1
00635,93050,0
00635,93303,0
00635,93304,0
00635,93306,1
00635,93307,1
00635,93308,1
00635,93312,1
00635,93313,1
00635,93314,1
00635,93315,1
00635,93316,1
00635,93317,1
00635,93318,0
00635,93351,1
00635,93355,0
00635,93451,1
00635,93456,1
00635,93457,1
00635,93501,1
00635,93561,0
00635,93562,0
00635,93598,0
00635,93701,0
00635,93922,1
00635,93923,1
00635,93924,1
00635,93925,1
00635,93926,1
00635,93930,1
00635,93931,1
00635,93965,1
00635,93970,1
00635,93971,1
00635,93975,1
00635,93976,1
00635,93978,1
00635,93979,1
00635,93980,1
00635,93981,1
00635,93985,1
00635,93986,1
00635,94002,1
00635,94004,1
00635,94200,1
00635,94250,0
00635,94640,1
00635,94644,1
00635,94650,1
00635,94651,1
00635,94656,1
00635,94660,1
00635,94662,1
00635,94680,1
00635,94681,1
00635,94690,1
00635,94760,0
00635,94761,0
00635,94762,1
00635,94770,1
00635,95700,0
00635,95705,0
00635,95706,0
00635,95707,0
00635,95708,0
00635,95709,0
00635,95710,0
00635,95711,0
00635,95712,0
00635,95713,0
00635,95714,0
00635,95715,0
00635,95716,0
00635,95717,0
00635,95718,0
00635,95719,0
00635,95720,0
00635,95721,0
00635,95722,0
00635,95723,0
00635,95724,0
00635,95725,0
00635,95726,0
00635,95812,0
00635,95813,0
00635,95816,0
00635,95819,0
00635,95822,0
00635,95829,0
00635,95860,0
00635,95861,0
00635,95863,0
00635,95864,0
00635,95865,0
00635,95866,0
00635,95867,0
00635,95868,0
00635,95869,0
00635,95870,0
00635,95907,0
00635,95908,0
00635,95909,0
00635,95910,0
00635,95911,0
00635,95912,0
00635,95913,0
00635,95925,0
00635,95926,0
00635,95927,0
00635,95928,0
00635,95929,0
00635,95930,0
00635,95933,0
00635,95937,0
00635,95938,0
00635,95939,0
00635,95940,0
00635,95955,0
00635,95956,0
00635,95957,0
00635,96360,0
00635,96365,0
00635,96372,0
00635,96373,0
00635,96374,0
00635,96375,0
00635,96376,0
00635,96377,0
00635,96523,0
00635,99143,0
00635,99144,0
00635,99145,0
00635,99148,0
00635,99149,0
00635,99150,0
00635,99151,0
00635,99152,0
00635,99153,0
00635,99155,0
00635,99156,0
00635,99157,0
00635,99201,0
00635,99201,0
